Protein.ensemblID	Protein.proID
ENSP00000462870	PR_O96033
ENSP00000381304	PR_Q8TF47
ENSP00000451851	PR_Q96BM0
ENSP00000327179	PR_Q969X6
ENSP00000340776	PR_Q6ZU64
ENSP00000265342	PR_Q6MZW2
ENSP00000339801	PR_P22304
ENSP00000414451	PR_A6PVY3
ENSP00000328521	PR_P52943
ENSP00000435594	PR_P13489
ENSP00000434394	PR_Q68D85
ENSP00000361707	PR_Q15170
ENSP00000472680	PR_O43633
ENSP00000295927	PR_P26022
ENSP00000305975	PR_Q07627
ENSP00000305502	PR_Q9H1I8
ENSP00000395083	PR_P53367
ENSP00000333018	PR_Q5I0X7
ENSP00000007735	PR_O76009
ENSP00000490458	PR_Q9UBY8
ENSP00000465589	PR_Q5FVE4
ENSP00000337208	PR_P61077
ENSP00000332875	PR_A6NJV1
ENSP00000494789	PR_Q9Y5Y9
ENSP00000368020	PR_Q9Y496
ENSP00000455607	PR_P15735
ENSP00000266126	PR_P49770
ENSP00000405714	PR_Q9GZK4
ENSP00000296202	PR_Q96T66
ENSP00000360407	PR_O14965
ENSP00000358466	PR_Q96DA2
ENSP00000480043	PR_P49767
ENSP00000359258	PR_P48507
ENSP00000481096	PR_Q9UBM8
ENSP00000353794	PR_Q6P050
ENSP00000418226	PR_O75752
ENSP00000481626	PR_Q96B23
ENSP00000420854	PR_Q6NXP0
ENSP00000292928	PR_Q96SR6
ENSP00000368412	PR_Q9UHQ4
ENSP00000012134	PR_P31629
ENSP00000262462	PR_Q9Y2P4
ENSP00000485635	PR_Q9ULZ0
ENSP00000295463	PR_P09923
ENSP00000329991	PR_Q8IU54
ENSP00000356375	PR_Q5SVQ8
ENSP00000487902	PR_A0A0C4DH42
ENSP00000387365	PR_Q13610
ENSP00000442990	PR_Q15077
ENSP00000302413	PR_O60507
ENSP00000486781	PR_P56556
ENSP00000299596	PR_Q5BJD5
ENSP00000261593	PR_Q8WVD3
ENSP00000236147	PR_P14151
ENSP00000378667	PR_Q9NRR3
ENSP00000441455	PR_P57088
ENSP00000446945	PR_P08237
ENSP00000420357	PR_Q9H446
ENSP00000477141	PR_Q9P0K9
ENSP00000227758	PR_Q13490
ENSP00000247866	PR_O95178
ENSP00000436976	PR_Q9HCJ2
ENSP00000354859	PR_P14416
ENSP00000244573	PR_Q02539
ENSP00000357651	PR_Q9UJT0
ENSP00000351933	PR_Q9P2J3
ENSP00000218721	PR_O43193
ENSP00000374922	PR_A0A0K0K1C4
ENSP00000234677	PR_P49591
ENSP00000375042	PR_P01742
ENSP00000417235	PR_Q86YW9
ENSP00000459019	PR_Q9NRY6
ENSP00000282018	PR_Q9NS75
ENSP00000400858	PR_O95990
ENSP00000482947	PR_Q15669
ENSP00000417402	PR_Q96PZ0
ENSP00000310332	PR_P0C2W1
ENSP00000487886	PR_O95147
ENSP00000267115	PR_P55061
ENSP00000341208	PR_P42229
ENSP00000489707	PR_P36894
ENSP00000300283	PR_P12532
ENSP00000492592	PR_O95427
ENSP00000332766	PR_Q8NG41
ENSP00000259235	PR_Q9H0E3
ENSP00000443271	PR_O14668
ENSP00000426568	PR_Q15797
ENSP00000363480	PR_Q92796
ENSP00000374484	PR_Q8NBN3
ENSP00000481851	PR_Q9NX02
ENSP00000469332	PR_Q9UN88
ENSP00000379441	PR_Q8N9B5
ENSP00000435299	PR_Q8N4Y2
ENSP00000370201	PR_Q9Y3D8
ENSP00000303351	PR_P05556
ENSP00000379512	PR_P10620
ENSP00000490802	PR_A0A1B0GTK4
ENSP00000358966	PR_Q17R60
ENSP00000373752	PR_Q86T96
ENSP00000315768	PR_P52630
ENSP00000349727	PR_Q7L591
ENSP00000262554	PR_O15269
ENSP00000338345	PR_P37840
ENSP00000448607	PR_O15212
ENSP00000286063	PR_Q9HCR9
ENSP00000462425	PR_Q01130
ENSP00000377892	PR_Q13243
ENSP00000400433	PR_P52597
ENSP00000401397	PR_Q08345
ENSP00000306157	PR_P16871
ENSP00000496127	PR_Q6P0A1
ENSP00000252826	PR_Q8TD43
ENSP00000311165	PR_P29972
ENSP00000466214	PR_O14737
ENSP00000294489	PR_Q86YL7
ENSP00000310623	PR_Q9H1K1
ENSP00000440064	PR_Q96FT9
ENSP00000372407	PR_Q9UIS9
ENSP00000374854	PR_P01715
ENSP00000225388	PR_Q7Z417
ENSP00000351832	PR_Q9H2M9
ENSP00000452732	PR_Q6ZNA4
ENSP00000380553	PR_O14817
ENSP00000282572	PR_P22674
ENSP00000454913	PR_H3BNL8
ENSP00000276692	PR_Q6P1N9
ENSP00000290079	PR_Q96I45
ENSP00000478726	PR_Q8WX94
ENSP00000330681	PR_Q96KN4
ENSP00000497948	PR_Q6PGP7
ENSP00000347433	PR_Q8J025
ENSP00000281961	PR_Q8NBL3
ENSP00000357128	PR_Q8NGY3
ENSP00000462764	PR_Q68DV7
ENSP00000481190	PR_Q86Z20
ENSP00000498302	PR_P11498
ENSP00000261597	PR_O14777
ENSP00000447224	PR_Q149M9
ENSP00000434399	PR_E9PQR5
ENSP00000005180	PR_Q9Y258
ENSP00000363985	PR_Q96EF0
ENSP00000441039	PR_Q8N6U8
ENSP00000343398	PR_Q6ZT21
ENSP00000334866	PR_Q3LI76
ENSP00000370593	PR_P23468
ENSP00000269243	PR_P35580
ENSP00000409302	PR_P35222
ENSP00000302569	PR_Q9BXN2
ENSP00000339251	PR_P60985
ENSP00000454554	PR_Q9H6T0
ENSP00000327213	PR_P48552
ENSP00000376322	PR_P35453
ENSP00000466459	PR_P10644
ENSP00000249749	PR_Q9NR61
ENSP00000252723	PR_P01588
ENSP00000364902	PR_Q9H488
ENSP00000348630	PR_Q9H3U7
ENSP00000455046	PR_Q9BVC4
ENSP00000449607	PR_Q9H2H9
ENSP00000359859	PR_Q9H4K7
ENSP00000219439	PR_Q3SXM5
ENSP00000463138	PR_Q8IY31
ENSP00000297837	PR_Q68DC2
ENSP00000300976	PR_Q53HC5
ENSP00000430620	PR_Q9BQS7
ENSP00000366999	PR_P68431
ENSP00000261192	PR_P54687
ENSP00000275423	PR_Q9NYW8
ENSP00000369419	PR_Q687X5
ENSP00000495046	PR_Q9HAB3
ENSP00000368427	PR_P26367
ENSP00000368398	PR_O15460
ENSP00000479808	PR_O00299
ENSP00000472625	PR_M0R2J8
ENSP00000406952	PR_Q92556
ENSP00000316137	PR_Q6PGQ1
ENSP00000479082	PR_Q86XR5
ENSP00000381595	PR_P30519
ENSP00000378231	PR_Q96J66
ENSP00000355840	PR_Q8N715
ENSP00000318635	PR_Q6EEV6
ENSP00000256001	PR_Q9P1U1
ENSP00000372651	PR_Q6ZUU3
ENSP00000296682	PR_Q9NQV7
ENSP00000273286	PR_Q9HBL6
ENSP00000377083	PR_O75891
ENSP00000375978	PR_P13010
ENSP00000265350	PR_Q9H944
ENSP00000490318	PR_A0A1B0GV03
ENSP00000357981	PR_P25774
ENSP00000420161	PR_O60513
ENSP00000332823	PR_Q86WQ0
ENSP00000254976	PR_P60880
ENSP00000500485	PR_P23458
ENSP00000353698	PR_Q9BV87
ENSP00000352305	PR_Q8NH64
ENSP00000479920	PR_Q16637
ENSP00000364675	PR_Q9Y330
ENSP00000315295	PR_Q6ZVL6
ENSP00000481819	PR_Q3ZCX4
ENSP00000469686	PR_Q96KS0
ENSP00000355735	PR_Q5T6L9
ENSP00000390938	PR_O60231
ENSP00000261455	PR_Q9H813
ENSP00000450800	PR_P60153
ENSP00000385689	PR_Q6IC98
ENSP00000482259	PR_P13236
ENSP00000379309	PR_P23560
ENSP00000480703	PR_Q96NT5
ENSP00000494384	PR_Q53H64
ENSP00000393952	PR_Q5SRH9
ENSP00000200676	PR_P11597
ENSP00000357879	PR_P55036
ENSP00000479979	PR_P59901
ENSP00000245908	PR_Q9BRG2
ENSP00000383974	PR_P62699
ENSP00000269127	PR_Q86WR6
ENSP00000005257	PR_P11233
ENSP00000380996	PR_Q6NV74
ENSP00000356646	PR_Q92752
ENSP00000439973	PR_Q9BXK1
ENSP00000259477	PR_Q9BPX5
ENSP00000443610	PR_P41279
ENSP00000302936	PR_Q8TF09
ENSP00000331019	PR_Q71UM5
ENSP00000500291	PR_P11117
ENSP00000276708	PR_Q9BYG8
ENSP00000336792	PR_P48740
ENSP00000160262	PR_P32942
ENSP00000361630	PR_O43447
ENSP00000358932	PR_Q9H3Z7
ENSP00000356732	PR_Q5TGP6
ENSP00000420193	PR_Q9Y530
ENSP00000493254	PR_Q8NGY5
ENSP00000309168	PR_P49184
ENSP00000487804	PR_A0A0C4DH36
ENSP00000382239	PR_Q8IXT5
ENSP00000350222	PR_Q8NGF3
ENSP00000389230	PR_Q9GZK4
ENSP00000492795	PR_Q5JUX0
ENSP00000397050	PR_Q8N819
ENSP00000298428	PR_Q9H9S3
ENSP00000310572	PR_P62195
ENSP00000372286	PR_Q3LI81
ENSP00000180166	PR_Q9NP95
ENSP00000341662	PR_Q6ZNB7
ENSP00000360323	PR_Q5TAA0
ENSP00000481697	PR_Q96IZ7
ENSP00000392805	PR_Q12899
ENSP00000356574	PR_O00391
ENSP00000475189	PR_Q69YU3
ENSP00000303092	PR_Q9UF02
ENSP00000406027	PR_Q7L775
ENSP00000350878	PR_Q99500
ENSP00000255688	PR_Q9UL19
ENSP00000394842	PR_P28676
ENSP00000490506	PR_Q13510
ENSP00000376304	PR_Q9BTD3
ENSP00000341826	PR_P09651
ENSP00000309148	PR_Q92876
ENSP00000233143	PR_P63313
ENSP00000383333	PR_Q14149
ENSP00000349790	PR_P20849
ENSP00000345044	PR_P0C263
ENSP00000297029	PR_Q9Y6U3
ENSP00000479461	PR_P62805
ENSP00000261835	PR_Q9Y6A2
ENSP00000449931	PR_Q3L1R2
ENSP00000451362	PR_O43542
ENSP00000328070	PR_A6NH11
ENSP00000268042	PR_Q8NCT1
ENSP00000436754	PR_Q5SZD1
ENSP00000225972	PR_Q96AG4
ENSP00000261405	PR_P04275
ENSP00000480914	PR_Q9BVV2
ENSP00000476253	PR_B3KS81
ENSP00000460823	PR_O75674
ENSP00000489796	PR_Q8N7G0
ENSP00000236959	PR_P31939
ENSP00000318351	PR_P21953
ENSP00000362169	PR_Q8N9E0
ENSP00000429802	PR_Q9NUQ9
ENSP00000369344	PR_Q8NGU9
ENSP00000245046	PR_Q9P0I2
ENSP00000296543	PR_Q9BXJ9
ENSP00000417635	PR_A6NFN9
ENSP00000377282	PR_Q5T4F4
ENSP00000334724	PR_Q8IXI2
ENSP00000500909	PR_P05981
ENSP00000384665	PR_Q9HBW0
ENSP00000361140	PR_P14550
ENSP00000449409	PR_P82979
ENSP00000299759	PR_P55042
ENSP00000481862	PR_Q9P227
ENSP00000258761	PR_Q9Y6E2
ENSP00000359723	PR_P22694
ENSP00000490666	PR_A0A1B0GVV1
ENSP00000482127	PR_O14905
ENSP00000337133	PR_Q86WD7
ENSP00000264474	PR_P01040
ENSP00000304593	PR_O43257
ENSP00000447654	PR_P07585
ENSP00000303754	PR_Q08752
ENSP00000376142	PR_P49441
ENSP00000416061	PR_P55008
ENSP00000333142	PR_O60733
ENSP00000361770	PR_Q8IYN2
ENSP00000356214	PR_Q8N699
ENSP00000263974	PR_Q16514
ENSP00000334393	PR_Q8NH21
ENSP00000484181	PR_A0A087X1G2
ENSP00000354560	PR_Q92845
ENSP00000479062	PR_B6A8C7
ENSP00000393840	PR_Q6QNY0
ENSP00000387426	PR_Q6ZMK1
ENSP00000379176	PR_Q00532
ENSP00000405890	PR_P40424
ENSP00000460602	PR_Q9H9K5
ENSP00000440674	PR_P78364
ENSP00000393848	PR_Q96DB9
ENSP00000348965	PR_Q14204
ENSP00000219406	PR_Q13087
ENSP00000376807	PR_P16444
ENSP00000223364	PR_Q01449
ENSP00000428341	PR_P43699
ENSP00000289166	PR_Q96A09
ENSP00000430128	PR_Q86SE5
ENSP00000386414	PR_Q9H4I0
ENSP00000452181	PR_Q9H9C1
ENSP00000483916	PR_Q8N7Z2
ENSP00000229214	PR_Q13601
ENSP00000488838	PR_Q15165
ENSP00000480764	PR_Q6PG37
ENSP00000347206	PR_O43292
ENSP00000258743	PR_P05231
ENSP00000322469	PR_Q5JPI3
ENSP00000483192	PR_P43628
ENSP00000410269	PR_Q3YBM2
ENSP00000326813	PR_Q5VVQ6
ENSP00000488756	PR_A0A0K0K1D8
ENSP00000289429	PR_P06126
ENSP00000493587	PR_P22735
ENSP00000370034	PR_Q9NYK1
ENSP00000378451	PR_Q9NQC1
ENSP00000309899	PR_Q9UHQ1
ENSP00000478534	PR_Q5TYX0
ENSP00000233027	PR_P51957
ENSP00000396225	PR_Q14154
ENSP00000297875	PR_Q8TDW5
ENSP00000294517	PR_Q96A70
ENSP00000440838	PR_Q9BT92
ENSP00000270357	PR_Q9HAU8
ENSP00000384051	PR_Q58F21
ENSP00000336719	PR_Q9NYT6
ENSP00000396976	PR_Q8TBE0
ENSP00000416845	PR_Q5VTY9
ENSP00000408426	PR_Q9UBC1
ENSP00000379888	PR_P62241
ENSP00000347619	PR_Q14728
ENSP00000375028	PR_P01824
ENSP00000367032	PR_Q63HM9
ENSP00000356601	PR_O95841
ENSP00000308926	PR_Q5JR12
ENSP00000448310	PR_Q8NFU1
ENSP00000408697	PR_Q68CJ6
ENSP00000430633	PR_A8MRT5
ENSP00000482414	PR_Q8IYS5
ENSP00000238961	PR_Q8IX21
ENSP00000267383	PR_Q86UP0
ENSP00000269385	PR_Q9HC52
ENSP00000249269	PR_O75439
ENSP00000461484	PR_Q7Z3B3
ENSP00000364978	PR_O95867
ENSP00000486602	PR_Q8WWR8
ENSP00000331358	PR_P01350
ENSP00000307741	PR_Q8IZV2
ENSP00000338130	PR_Q13241
ENSP00000319192	PR_Q9UEE5
ENSP00000448999	PR_Q9UBS5
ENSP00000419393	PR_Q9H334
ENSP00000461749	PR_O95476
ENSP00000229395	PR_Q9NVK5
ENSP00000350195	PR_O95382
ENSP00000395487	PR_Q01804
ENSP00000425031	PR_Q99729
ENSP00000359049	PR_Q5T8I9
ENSP00000328335	PR_Q96HG1
ENSP00000378282	PR_P61077
ENSP00000455874	PR_Q9H8T0
ENSP00000265572	PR_P41145
ENSP00000217043	PR_Q9H3Y0
ENSP00000413896	PR_B3EWG6
ENSP00000335660	PR_Q3LHN2
ENSP00000496713	PR_A6NNZ2
ENSP00000489859	PR_P0DN84
ENSP00000257963	PR_P36896
ENSP00000300648	PR_Q92616
ENSP00000261900	PR_O60563
ENSP00000415090	PR_Q6PIF6
ENSP00000356785	PR_Q9Y5B8
ENSP00000323663	PR_Q8NFT6
ENSP00000482469	PR_A6H8Y1
ENSP00000347635	PR_Q8IUC0
ENSP00000294728	PR_P19320
ENSP00000296953	PR_Q8IUR6
ENSP00000455426	PR_Q2M1K9
ENSP00000217233	PR_Q96RU7
ENSP00000393316	PR_Q9H3N1
ENSP00000295079	PR_Q8WWC4
ENSP00000341803	PR_Q5JR98
ENSP00000493218	PR_Q8NHS3
ENSP00000371377	PR_Q9Y585
ENSP00000341324	PR_Q8NEF9
ENSP00000380769	PR_P04271
ENSP00000343458	PR_P51572
ENSP00000378483	PR_P49795
ENSP00000245680	PR_Q8WV83
ENSP00000387347	PR_Q86XH1
ENSP00000356809	PR_Q8N6U8
ENSP00000395586	PR_Q9GZY4
ENSP00000370128	PR_P30825
ENSP00000500266	PR_Q96S82
ENSP00000493747	PR_P59665
ENSP00000332549	PR_Q12879
ENSP00000451945	PR_Q9UD57
ENSP00000349709	PR_Q8TD07
ENSP00000274721	PR_O60609
ENSP00000242465	PR_P10124
ENSP00000490828	PR_P10323
ENSP00000378332	PR_O43294
ENSP00000364956	PR_Q8IWE5
ENSP00000494766	PR_Q9Y3Q0
ENSP00000354270	PR_O95990
ENSP00000378803	PR_Q9NXK6
ENSP00000424603	PR_P51790
ENSP00000323687	PR_Q9C0C9
ENSP00000256412	PR_O15204
ENSP00000369901	PR_P35237
ENSP00000352565	PR_P61296
ENSP00000367050	PR_O95197
ENSP00000399700	PR_Q9NZF1
ENSP00000341684	PR_Q0P6D6
ENSP00000283713	PR_O15195
ENSP00000252898	PR_P48788
ENSP00000400929	PR_Q9UM63
ENSP00000409651	PR_Q9GZK4
ENSP00000274054	PR_Q96HR8
ENSP00000307854	PR_Q9NV79
ENSP00000500536	PR_B3EWG5
ENSP00000356022	PR_P04179
ENSP00000448228	PR_Q86XZ4
ENSP00000364709	PR_P00742
ENSP00000379386	PR_P07195
ENSP00000342343	PR_Q15528
ENSP00000319546	PR_O95047
ENSP00000411986	PR_Q86UW9
ENSP00000264992	PR_Q2TB18
ENSP00000451308	PR_A0A087WSZ9
ENSP00000358529	PR_O60636
ENSP00000445772	PR_Q9NPC1
ENSP00000337180	PR_O14977
ENSP00000357887	PR_Q15906
ENSP00000384006	PR_Q8N187
ENSP00000299440	PR_P15918
ENSP00000473941	PR_A2RTY3
ENSP00000311224	PR_Q86TX2
ENSP00000362110	PR_Q12874
ENSP00000329904	PR_Q8IXL9
ENSP00000354826	PR_Q05682
ENSP00000348211	PR_Q96AG3
ENSP00000418096	PR_Q9Y2W3
ENSP00000434176	PR_P07384
ENSP00000277309	PR_Q8NGR3
ENSP00000240304	PR_O95232
ENSP00000463653	PR_A6NFN3
ENSP00000426638	PR_Q16134
ENSP00000357754	PR_P49901
ENSP00000353375	PR_P27816
ENSP00000388548	PR_Q99966
ENSP00000342502	PR_Q96C36
ENSP00000267068	PR_Q92802
ENSP00000420723	PR_O75690
ENSP00000222573	PR_P26012
ENSP00000499977	PR_P00338
ENSP00000360058	PR_O75474
ENSP00000373783	PR_Q9Y4K0
ENSP00000419149	PR_Q13568
ENSP00000384880	PR_Q9NUQ9
ENSP00000260653	PR_O95343
ENSP00000375685	PR_Q9Y337
ENSP00000499534	PR_Q9Y2M0
ENSP00000420465	PR_Q8N6D2
ENSP00000464693	PR_Q8N138
ENSP00000316772	PR_Q92619
ENSP00000283025	PR_Q96M29
ENSP00000311925	PR_Q8TCT1
ENSP00000365269	PR_Q5SWL8
ENSP00000370074	PR_P50453
ENSP00000361413	PR_Q8N539
ENSP00000343001	PR_O95155
ENSP00000342070	PR_P07858
ENSP00000364279	PR_Q9UMR5
ENSP00000358498	PR_O75054
ENSP00000478332	PR_P10912
ENSP00000370046	PR_O95447
ENSP00000484638	PR_P68431
ENSP00000410289	PR_P17540
ENSP00000257215	PR_Q9Y4D2
ENSP00000282878	PR_Q96E17
ENSP00000494636	PR_Q92696
ENSP00000498177	PR_P61254
ENSP00000289746	PR_P55291
ENSP00000350474	PR_Q8WZ84
ENSP00000262429	PR_O75185
ENSP00000413027	PR_Q92504
ENSP00000358147	PR_Q86Y37
ENSP00000346581	PR_Q14244
ENSP00000463012	PR_Q86W34
ENSP00000371546	PR_O75140
ENSP00000472020	PR_Q96Q04
ENSP00000488600	PR_A0A0B4J1X5
ENSP00000440243	PR_F5GYI3
ENSP00000263960	PR_Q9H8M1
ENSP00000375651	PR_Q96S97
ENSP00000211314	PR_Q9Y6G1
ENSP00000363003	PR_Q5T6S3
ENSP00000312673	PR_P01241
ENSP00000428638	PR_P28328
ENSP00000362547	PR_O43156
ENSP00000308193	PR_Q8TDP1
ENSP00000359070	PR_Q9NZ72
ENSP00000225777	PR_O43760
ENSP00000317579	PR_Q96GQ5
ENSP00000483050	PR_Q9HBM1
ENSP00000265112	PR_P26639
ENSP00000231238	PR_Q99614
ENSP00000231228	PR_P29460
ENSP00000328410	PR_Q6ZN28
ENSP00000445683	PR_Q5JY77
ENSP00000332771	PR_P51800
ENSP00000309673	PR_Q6IF63
ENSP00000263360	PR_O75530
ENSP00000402861	PR_Q15111
ENSP00000309818	PR_P34981
ENSP00000324956	PR_Q9UBS8
ENSP00000471355	PR_Q9BQ49
ENSP00000309161	PR_Q9BX82
ENSP00000264229	PR_Q6ZU35
ENSP00000345809	PR_O14709
ENSP00000395934	PR_Q9GZK4
ENSP00000312700	PR_Q7Z7M8
ENSP00000488948	PR_A0A0U1RRL7
ENSP00000430690	PR_Q07654
ENSP00000357633	PR_O76003
ENSP00000370867	PR_Q08188
ENSP00000265192	PR_Q9BPZ3
ENSP00000286301	PR_P07333
ENSP00000379271	PR_P51677
ENSP00000322238	PR_Q9NWQ9
ENSP00000221515	PR_Q9HD89
ENSP00000418663	PR_Q9BWV1
ENSP00000335397	PR_Q86UN3
ENSP00000403576	PR_P36915
ENSP00000416374	PR_Q9H2K8
ENSP00000426103	PR_Q96AX9
ENSP00000372721	PR_P28065
ENSP00000223167	PR_Q9BUA6
ENSP00000361287	PR_Q00266
ENSP00000370802	PR_P01344
ENSP00000266604	PR_Q9BRT6
ENSP00000340494	PR_Q9H8N7
ENSP00000360828	PR_Q96GQ7
ENSP00000226725	PR_O95198
ENSP00000359740	PR_Q9Y4E5
ENSP00000376703	PR_Q32M45
ENSP00000379709	PR_Q5T5U3
ENSP00000379011	PR_Q92523
ENSP00000215071	PR_P48556
ENSP00000302232	PR_Q96Q83
ENSP00000264363	PR_Q9H3R1
ENSP00000442400	PR_Q53RY4
ENSP00000223336	PR_Q9GZY4
ENSP00000262013	PR_O60271
ENSP00000438483	PR_P52292
ENSP00000221855	PR_Q99426
ENSP00000456386	PR_P20674
ENSP00000323516	PR_Q9UKP6
ENSP00000399309	PR_Q99519
ENSP00000498601	PR_A6NJG6
ENSP00000486014	PR_Q13888
ENSP00000340568	PR_Q7Z4L0
ENSP00000264005	PR_P04180
ENSP00000333298	PR_P11279
ENSP00000377681	PR_Q13283
ENSP00000303057	PR_P45877
ENSP00000318557	PR_Q9UP95
ENSP00000435770	PR_Q9NQ33
ENSP00000500241	PR_Q9BX79
ENSP00000358099	PR_O43665
ENSP00000374833	PR_P04211
ENSP00000368100	PR_Q92878
ENSP00000374894	PR_A0A0A6YYG2
ENSP00000249887	PR_Q9NPB9
ENSP00000430464	PR_P52569
ENSP00000274311	PR_Q9BRX2
ENSP00000286788	PR_P50990
ENSP00000429712	PR_Q08357
ENSP00000362155	PR_Q6KCM7
ENSP00000363668	PR_Q9UER7
ENSP00000432481	PR_Q9Y3Q0
ENSP00000470005	PR_Q96IR2
ENSP00000407336	PR_O43676
ENSP00000467437	PR_Q8WVQ1
ENSP00000382767	PR_Q68CR1
ENSP00000359660	PR_Q5T686
ENSP00000462985	PR_O15403
ENSP00000358210	PR_P81133
ENSP00000416660	PR_O75204
ENSP00000294072	PR_Q8NBI2
ENSP00000269886	PR_Q99961
ENSP00000372959	PR_A6NM36
ENSP00000370621	PR_O96006
ENSP00000497152	PR_O95990
ENSP00000460871	PR_O76021
ENSP00000361628	PR_Q6NSI4
ENSP00000206542	PR_Q9NPF4
ENSP00000371785	PR_Q8TAK6
ENSP00000262293	PR_Q96HE9
ENSP00000311746	PR_O43240
ENSP00000434266	PR_P48544
ENSP00000272879	PR_Q92851
ENSP00000383752	PR_P10155
ENSP00000409493	PR_Q5VST9
ENSP00000492957	PR_Q8NGI8
ENSP00000359793	PR_P43088
ENSP00000368199	PR_A6NFU8
ENSP00000262455	PR_Q9BS26
ENSP00000359827	PR_Q8NAN2
ENSP00000278100	PR_Q9P287
ENSP00000364621	PR_Q96L08
ENSP00000369027	PR_Q9UBN4
ENSP00000379251	PR_O14965
ENSP00000331369	PR_Q53S33
ENSP00000360217	PR_Q02094
ENSP00000363089	PR_O00206
ENSP00000472290	PR_Q8N386
ENSP00000493324	PR_Q8NGZ6
ENSP00000343657	PR_Q9HCC0
ENSP00000349052	PR_Q8WVF1
ENSP00000298283	PR_Q96L21
ENSP00000228841	PR_P10916
ENSP00000264914	PR_P15848
ENSP00000298852	PR_P17980
ENSP00000492261	PR_P43630
ENSP00000376417	PR_Q8NEN0
ENSP00000366404	PR_P14373
ENSP00000282486	PR_Q9NR56
ENSP00000331741	PR_P14652
ENSP00000433627	PR_P62072
ENSP00000396445	PR_Q9Y236
ENSP00000235349	PR_O60810
ENSP00000431400	PR_Q8IV01
ENSP00000368305	PR_Q9NPB8
ENSP00000258494	PR_Q3SY69
ENSP00000338207	PR_P25800
ENSP00000295628	PR_Q96CX6
ENSP00000481639	PR_Q9BSV6
ENSP00000333003	PR_Q6UWB4
ENSP00000493024	PR_Q8NHC5
ENSP00000340361	PR_Q13705
ENSP00000217407	PR_P18428
ENSP00000365290	PR_P01375
ENSP00000468254	PR_A1YPR0
ENSP00000470326	PR_Q9NZV7
ENSP00000497030	PR_Q12756
ENSP00000379370	PR_O14709
ENSP00000261448	PR_O14958
ENSP00000366995	PR_Q5SYB0
ENSP00000399582	PR_O75414
ENSP00000368591	PR_Q6ZVT0
ENSP00000370997	PR_Q96LR7
ENSP00000382714	PR_Q01629
ENSP00000249822	PR_P56211
ENSP00000401246	PR_Q9NRH2
ENSP00000379392	PR_Q9NXG2
ENSP00000369325	PR_O76039
ENSP00000429900	PR_Q9ULH1
ENSP00000477799	PR_Q9NXE8
ENSP00000299957	PR_Q6P4E1
ENSP00000436400	PR_Q8NCR3
ENSP00000348565	PR_Q9GZZ9
ENSP00000343896	PR_P51532
ENSP00000308405	PR_Q71UI9
ENSP00000005995	PR_Q9Y6M0
ENSP00000281187	PR_Q4G0F5
ENSP00000272995	PR_Q9H9Q2
ENSP00000383263	PR_Q8TD31
ENSP00000356299	PR_Q9P0T7
ENSP00000266744	PR_P50553
ENSP00000261488	PR_Q8TC92
ENSP00000261799	PR_P09619
ENSP00000261729	PR_O95294
ENSP00000493071	PR_O14581
ENSP00000367315	PR_A6NIK2
ENSP00000364472	PR_P02647
ENSP00000474710	PR_Q14978
ENSP00000487296	PR_Q9UGU0
ENSP00000452746	PR_O43586
ENSP00000446289	PR_O14682
ENSP00000282077	PR_Q15118
ENSP00000349147	PR_Q9NRU3
ENSP00000040584	PR_P31273
ENSP00000406293	PR_O75764
ENSP00000427898	PR_Q96D42
ENSP00000310661	PR_Q9NP56
ENSP00000379482	PR_Q8NEK5
ENSP00000263388	PR_Q9UM47
ENSP00000279028	PR_Q9BR26
ENSP00000360475	PR_Q8N5I2
ENSP00000399353	PR_Q96T52
ENSP00000391668	PR_A4FU01
ENSP00000358535	PR_Q15431
ENSP00000221452	PR_Q01201
ENSP00000432696	PR_Q8IZ08
ENSP00000386367	PR_P18564
ENSP00000460739	PR_Q15323
ENSP00000409544	PR_O14493
ENSP00000441667	PR_P24394
ENSP00000364013	PR_Q8IYR6
ENSP00000328358	PR_Q5XKE5
ENSP00000363081	PR_O94907
ENSP00000497382	PR_P19397
ENSP00000274990	PR_Q6Q6R5
ENSP00000406614	PR_Q99943
ENSP00000262053	PR_P18846
ENSP00000492334	PR_Q16873
ENSP00000304236	PR_P08571
ENSP00000483052	PR_P43627
ENSP00000497754	PR_P63096
ENSP00000374787	PR_P01624
ENSP00000350467	PR_Q9BTE0
ENSP00000294635	PR_A6NM62
ENSP00000444642	PR_O95258
ENSP00000469836	PR_Q567V2
ENSP00000386069	PR_P18825
ENSP00000360782	PR_Q10713
ENSP00000366673	PR_O75503
ENSP00000385510	PR_P81274
ENSP00000337383	PR_Q96P20
ENSP00000318352	PR_Q9Y605
ENSP00000384259	PR_Q9Y4P1
ENSP00000353916	PR_Q03181
ENSP00000367747	PR_O75038
ENSP00000326731	PR_O95628
ENSP00000329468	PR_Q9NPF8
ENSP00000276585	PR_Q9Y2Q9
ENSP00000311135	PR_Q8IY37
ENSP00000413150	PR_A1L170
ENSP00000248114	PR_P55789
ENSP00000347546	PR_Q9BWV1
ENSP00000202967	PR_Q9Y6E7
ENSP00000365924	PR_Q9BZY9
ENSP00000332288	PR_Q5EBN2
ENSP00000343172	PR_Q6MZM9
ENSP00000367285	PR_P05230
ENSP00000436455	PR_P80303
ENSP00000360293	PR_Q9BX66
ENSP00000462405	PR_O15427
ENSP00000301093	PR_Q9NV72
ENSP00000404912	PR_P26583
ENSP00000490779	PR_A6NGN4
